device_id,recorded_at,value
MD-V6-0000547,2025-12-27 19:48:14.29531+00,0.066667
MD-V6-0000547,2025-12-27 19:48:14.628515+00,0.133333
MD-V6-0000547,2025-12-27 19:48:15.028762+00,0.133333
MD-V6-0000547,2025-12-27 19:48:16.563707+00,0.266667
MD-V6-0000547,2025-12-27 19:48:17.230117+00,0.066667
MD-V6-0000547,2025-12-27 19:48:17.43024+00,0.133333
MD-V6-0000547,2025-12-27 19:48:17.697404+00,0.066667
MD-V6-0000547,2025-12-27 19:48:18.563938+00,0.066667
MD-V6-0000547,2025-12-27 19:48:18.964184+00,0.933333
MD-V6-0000547,2025-12-27 19:48:20.298005+00,0.066667
MD-V6-0000547,2025-12-27 19:48:20.898375+00,0.066667
MD-V6-0000547,2025-12-27 19:48:21.232581+00,0.133333
MD-V6-0000547,2025-12-27 19:48:21.838954+00,0.4
MD-V6-0000547,2025-12-27 19:48:22.373283+00,0.066667
MD-V6-0000547,2025-12-27 19:48:22.972652+00,0.066667
MD-V6-0000547,2025-12-27 19:48:23.439939+00,0.266667
MD-V6-0000547,2025-12-27 19:48:24.439555+00,0.2
MD-V6-0000547,2025-12-27 19:48:24.77376+00,0.2
MD-V6-0000547,2025-12-27 19:48:25.307089+00,0.466667
MD-V6-0000547,2025-12-27 19:48:25.907458+00,0.266667
MD-V6-0000547,2025-12-27 19:48:26.849038+00,0.066667
MD-V6-0000547,2025-12-27 19:48:27.181242+00,0.133333
MD-V6-0000547,2025-12-27 19:48:27.581489+00,0.066667
MD-V6-0000547,2025-12-27 19:48:27.914694+00,0.2
MD-V6-0000547,2025-12-27 19:48:28.515063+00,0.066667
MD-V6-0000547,2025-12-27 19:48:28.849269+00,0.066667
MD-V6-0000547,2025-12-27 19:48:29.249516+00,0.133333
MD-V6-0000547,2025-12-27 19:48:29.649762+00,0.133333
MD-V6-0000547,2025-12-27 19:48:30.050008+00,0.2
MD-V6-0000547,2025-12-27 19:48:30.383213+00,0.266667
MD-V6-0000547,2025-12-27 19:48:30.917542+00,0.066667
MD-V6-0000547,2025-12-27 19:48:31.383829+00,0.333333
MD-V6-0000547,2025-12-27 19:48:31.850116+00,0.133333
MD-V6-0000547,2025-12-27 19:48:32.118281+00,0.2
MD-V6-0000547,2025-12-27 19:48:32.584568+00,0.2
MD-V6-0000547,2025-12-27 19:48:32.917773+00,0.133333
MD-V6-0000547,2025-12-27 19:48:33.31802+00,0.066667
MD-V6-0000547,2025-12-27 19:48:33.652225+00,0.133333
MD-V6-0000547,2025-12-27 19:48:33.918389+00,0.133333
MD-V6-0000547,2025-12-27 19:48:34.458722+00,0.066667
MD-V6-0000547,2025-12-27 19:48:34.791927+00,0.066667
MD-V6-0000547,2025-12-27 19:48:35.259215+00,0.133333
MD-V6-0000547,2025-12-27 19:48:36.059707+00,0.4
MD-V6-0000547,2025-12-27 19:48:36.733122+00,0.2
MD-V6-0000547,2025-12-27 19:48:37.066327+00,0.066667
MD-V6-0000547,2025-12-27 19:48:37.26645+00,0.066667
MD-V6-0000547,2025-12-27 19:48:37.466573+00,0.066667
MD-V6-0000547,2025-12-27 19:48:37.800779+00,0.133333
MD-V6-0000547,2025-12-27 19:48:39.074563+00,0.066667
MD-V6-0000547,2025-12-27 19:48:39.274687+00,0.266667
MD-V6-0000547,2025-12-27 19:48:39.942097+00,0.266667
MD-V6-0000547,2025-12-27 19:48:40.342344+00,0.066667
MD-V6-0000547,2025-12-27 19:48:40.675549+00,0.133333
MD-V6-0000547,2025-12-27 19:48:41.008754+00,0.2
MD-V6-0000547,2025-12-27 19:48:41.341959+00,0.133333
MD-V6-0000547,2025-12-27 19:48:42.142452+00,0.133333
MD-V6-0000547,2025-12-27 19:48:42.409616+00,0.066667
MD-V6-0000547,2025-12-27 19:48:42.742821+00,0.133333
MD-V6-0000547,2025-12-27 19:48:43.009986+00,0.066667
MD-V6-0000547,2025-12-27 19:48:43.610355+00,0.266667
